panel,n,m,replication,throughput,mean,halfwidth,warmup,steps,seed,loops
table2c_dual_staggered_turnaround,4,9,11,3.896103759,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,12,3.894181203,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,13,3.896417293,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,14,3.894828571,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,15,3.895596992,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,16,3.893924060,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,17,3.896698496,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,18,3.896592481,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,19,3.894931579,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,20,3.896456391,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,21,3.895227068,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,22,3.894752632,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,23,3.896037594,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,24,3.893918797,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,25,3.895209774,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,26,3.896810526,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,27,3.896466165,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,28,3.895219549,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,29,3.896560150,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,4,9,30,3.894035338,3.895471729,0.000351149,20000,1330000,20260901,"24 24 25 26 27 28 29 30 31"
