n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,4,5,0,0|1|2|2,,1,15,3.590745,0.000949,15,3.590729,0.000624
4,4,5,0,0|1|1|3,,1,15,3.620322,0.000532,15,3.620921,0.000781
4,4,5,0,0|0|2|3,,1,15,3.563133,0.000539,15,3.562720,0.000538
4,4,5,0,0|0|1|4,,1,15,3.566622,0.000499,15,3.566821,0.000528
4,4,5,0,0|0|0|5,,1,15,3.263442,0.000688,15,3.263589,0.000446
