n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,5,5,0,0|1|1|1|2,,1,15,3.805720,0.001055,15,3.806081,0.001144
4,5,5,0,0|0|1|2|2,,1,15,3.816008,0.000769,15,3.815436,0.001167
4,5,5,0,0|0|1|1|3,,1,15,3.822785,0.001140,15,3.822794,0.000897
4,5,5,0,0|0|0|2|3,,1,15,3.786104,0.001046,15,3.786350,0.000843
4,5,5,0,0|0|0|1|4,,1,15,3.789453,0.001177,15,3.789532,0.000759
4,5,5,0,0|0|0|0|5,,1,15,3.586240,0.000709,15,3.586582,0.000651
