n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,3,10,1,0|0|0,0|5|5,1,15,2.999096,0.000034,15,2.999089,0.000040
4,3,10,1,0|0|0,0|4|6,1,15,2.999632,0.000030,15,2.999623,0.000033
4,3,10,1,0|0|0,0|3|7,1,15,2.999837,0.000018,15,2.999824,0.000016
4,3,10,1,0|0|0,0|2|8,1,15,2.999649,0.000021,15,2.999644,0.000016
4,3,10,1,0|0|0,0|1|9,1,15,2.994574,0.000067,15,2.994590,0.000055
4,3,10,1,0|0|0,0|0|10,1,15,2.889921,0.000293,15,2.889916,0.000215
