n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,4,4,0,0|1|1|2,,1,15,3.545734,0.000653,15,3.546238,0.000509
4,4,4,0,0|0|2|2,,1,15,3.491145,0.000600,15,3.490904,0.000524
4,4,4,0,0|0|1|3,,1,15,3.525180,0.000573,15,3.524947,0.000568
4,4,4,0,0|0|0|4,,1,15,3.256291,0.000632,15,3.256537,0.000441
