n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,3,7,1,0|0|0,0|3|4,1,15,2.997630,0.000065,15,2.997630,0.000059
4,3,7,1,0|0|0,0|2|5,1,15,2.998823,0.000056,15,2.998840,0.000049
4,3,7,1,0|0|0,0|1|6,1,15,2.994315,0.000087,15,2.994264,0.000072
4,3,7,1,0|0|0,0|0|7,1,15,2.889802,0.000218,15,2.889811,0.000280
