n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,5,3,1,0|0|0|0|0,0|0|1|1|1,1,15,3.839587,0.000857,15,3.840038,0.001133
4,5,3,1,0|0|0|0|0,0|0|0|1|2,1,15,3.841469,0.001252,15,3.841108,0.000990
4,5,3,1,0|0|0|0|0,0|0|0|0|3,1,15,3.785745,0.000958,15,3.786125,0.001355
