n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,3,6,1,0|0|0,0|3|3,1,15,2.993330,0.000084,15,2.993357,0.000086
4,3,6,1,0|0|0,0|2|4,1,15,2.997395,0.000058,15,2.997385,0.000075
4,3,6,1,0|0|0,0|1|5,1,15,2.993839,0.000099,15,2.993787,0.000064
4,3,6,1,0|0|0,0|0|6,1,15,2.889758,0.000214,15,2.889769,0.000280
