n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,5,3,0,0|0|1|1|1,,1,15,3.681289,0.000710,15,3.681150,0.000777
4,5,3,0,0|0|0|1|2,,1,15,3.686729,0.000739,15,3.686380,0.000785
4,5,3,0,0|0|0|0|3,,1,15,3.534131,0.000940,15,3.534303,0.000537
