n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,5,4,0,0|1|1|1|1,,1,15,3.726923,0.000780,15,3.727360,0.000840
4,5,4,0,0|0|1|1|2,,1,15,3.773305,0.000848,15,3.773035,0.001286
4,5,4,0,0|0|0|2|2,,1,15,3.730858,0.001042,15,3.731043,0.000907
4,5,4,0,0|0|0|1|3,,1,15,3.752337,0.000967,15,3.752512,0.000719
4,5,4,0,0|0|0|0|4,,1,15,3.567722,0.000672,15,3.567908,0.000485
