n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,3,9,1,0|0|0,0|4|5,1,15,2.999096,0.000030,15,2.999093,0.000041
4,3,9,1,0|0|0,0|3|6,1,15,2.999605,0.000025,15,2.999613,0.000031
4,3,9,1,0|0|0,0|2|7,1,15,2.999565,0.000026,15,2.999573,0.000024
4,3,9,1,0|0|0,0|1|8,1,15,2.994549,0.000052,15,2.994557,0.000064
4,3,9,1,0|0|0,0|0|9,1,15,2.889803,0.000156,15,2.889953,0.000261
