n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,5,4,1,0|0|0|0|0,0|1|1|1|1,1,15,3.852939,0.001098,15,3.853078,0.001157
4,5,4,1,0|0|0|0|0,0|0|1|1|2,1,15,3.872299,0.000921,15,3.871401,0.001232
4,5,4,1,0|0|0|0|0,0|0|0|2|2,1,15,3.857382,0.001359,15,3.857825,0.001322
4,5,4,1,0|0|0|0|0,0|0|0|1|3,1,15,3.859533,0.001123,15,3.859260,0.000843
4,5,4,1,0|0|0|0|0,0|0|0|0|4,1,15,3.804170,0.001120,15,3.803687,0.001268
