n,m,B,dual,c_forward,c_backward,structured,r1,mean1,sd1,r3,mean3,sd3
4,4,4,1,0|0|0|0,0|1|1|2,1,15,3.673834,0.000809,15,3.674265,0.000685
4,4,4,1,0|0|0|0,0|0|2|2,1,15,3.650632,0.000741,15,3.650233,0.000678
4,4,4,1,0|0|0|0,0|0|1|3,1,15,3.677150,0.000834,15,3.677142,0.000922
4,4,4,1,0|0|0|0,0|0|0|4,1,15,3.538616,0.000600,15,3.538784,0.000456
