k,cfg_forward,cfg_backward,phase3_mean,phase3_m_eff,phase3_eps_i,recheck_mean,recheck_var,recheck_m_eff,rel_gap_to_xS,z_vs_xS,z_vs_xS_scaled,beats_xS,counterexample,eps_c_precise
319,"(0, 0, 0, 1, 1)","(0, 0, 1, 2, 4)",0.9694710942,4999,0.0008596890497,0.969251613,0.0004479264744,249995,-0.0001054758895,-1.72837,-18.1059,0,0,3.649475918e-05
2502,"(0, 0, 0, 2, 0)","(0, 1, 1, 1, 4)",0.9698075741,12041,0.0009235419294,0.969243297,0.0004271107117,249999,-0.000114054861,-1.8916,-18.4673,0,0,2.621538702e-05
2465,"(0, 1, 0, 1, 3)","(0, 0, 1, 1, 2)",0.9697232718,9157,0.0009136418741,0.969240029,0.0004370278626,249999,-0.0001174261924,-1.9363,-18.4167,0,0,2.365592658e-05
320,"(0, 0, 0, 1, 2)","(0, 0, 1, 2, 3)",0.9695143734,9775,0.0006930356847,0.9692303637,0.0004457243439,249996,-0.0001273970345,-2.09021,-18.4883,0,0,1.439314698e-05
273,"(0, 0, 0, 0, 3)","(0, 0, 1, 2, 3)",0.9693493773,20236,0.0003765949209,0.9691968496,0.0004674486599,249998,-0.0001619706949,-2.625,-18.8226,0,0,0
313,"(0, 0, 0, 0, 1)","(0, 0, 1, 3, 4)",0.969323394,4997,0.0006952061978,0.9691959656,0.0004536301254,249998,-0.0001628826499,-2.66041,-18.9845,0,0,0
2545,"(0, 1, 0, 2, 3)","(0, 0, 1, 1, 1)",0.969489237,10917,0.0006144341414,0.9691926406,0.0004130710765,249994,-0.0001663127124,-2.78123,-19.4942,0,0,0
2573,"(0, 0, 0, 0, 1)","(0, 1, 1, 4, 2)",0.9692937175,4998,0.000638453591,0.9691839367,0.0004022819137,249999,-0.0001752917737,-2.95041,-19.7717,0,0,0
2617,"(0, 1, 0, 1, 1)","(0, 0, 1, 3, 2)",0.9692713628,4997,0.0006153331662,0.9691476452,0.0003971686911,249998,-0.0002127306865,-3.59165,-20.4646,0,0,0
2576,"(0, 0, 0, 1, 0)","(0, 1, 1, 3, 3)",0.969540601,33546,0.000469268471,0.9691317285,0.0004015879724,249999,-0.0002291505462,-3.85855,-20.6864,0,0,0
2585,"(0, 0, 0, 3, 1)","(0, 1, 1, 1, 2)",0.9695355061,6689,0.0007763911811,0.9691157729,0.0003964600543,249998,-0.0002456105836,-4.14857,-21.0285,0,0,0
278,"(0, 0, 0, 1, 1)","(0, 0, 1, 1, 5)",0.9696640656,4998,0.00105584942,0.9691143658,0.000473468378,249996,-0.0002470621653,-3.99063,-20.1334,0,0,0
2578,"(0, 0, 0, 1, 2)","(0, 1, 1, 3, 1)",0.9694253403,4996,0.0007654278832,0.9691095884,0.0003989801223,249999,-0.0002519905941,-4.24984,-21.104,0,0,0
2542,"(0, 1, 0, 2, 0)","(0, 0, 1, 1, 4)",0.9696560624,4998,0.001012961259,0.9690943808,0.0004218401424,249998,-0.0002676790687,-4.45321,-21.079,0,0,0
2572,"(0, 0, 0, 0, 0)","(0, 1, 1, 4, 3)",0.9694601708,11361,0.0005636075192,0.9690933207,0.0004022695505,249998,-0.0002687725893,-4.52386,-21.3444,0,0,0
2582,"(0, 0, 0, 2, 2)","(0, 1, 1, 2, 1)",0.9693151261,4998,0.000646691112,0.9690930487,0.000393834028,249998,-0.0002690531909,-4.5518,-21.4585,0,0,0
3021,"(0, 0, 0, 1, 1)","(0, 1, 2, 2, 2)",0.9694441777,4998,0.0007730117956,0.9690583645,0.0003951803958,249998,-0.0003048340125,-5.1529,-22.0454,0,0,0
2513,"(0, 0, 1, 0, 1)","(0, 1, 0, 3, 3)",0.9692974595,4999,0.0006406193709,0.9690446522,0.0004253362289,249999,-0.0003189798151,-5.29578,-21.887,0,0,0
2510,"(0, 0, 0, 3, 3)","(0, 1, 1, 0, 1)",0.9693707483,4998,0.0007286406231,0.9690312164,0.0004121893726,249997,-0.0003328403924,-5.569,-22.2894,0,0,0
329,"(0, 0, 0, 2, 5)","(0, 0, 1, 1, 0)",0.969558335,4997,0.0009284452184,0.9690301521,0.000437142332,249999,-0.0003339382928,-5.50611,-21.9837,0,0,0
2580,"(0, 0, 0, 2, 0)","(0, 1, 1, 2, 3)",0.9696195717,4997,0.0009541379289,0.9690266081,0.0003988647869,249999,-0.0003375943511,-5.69394,-22.5485,0,0,0
2511,"(0, 0, 0, 3, 4)","(0, 1, 1, 0, 0)",0.9696276511,4998,0.0009800765886,0.9690204481,0.0004105722185,249999,-0.000343949125,-5.76044,-22.4969,0,0,0
2613,"(0, 1, 0, 0, 1)","(0, 0, 1, 4, 2)",0.9693529647,4992,0.0006981207575,0.968998292,0.0004008225997,249999,-0.0003668056789,-6.17931,-23.0137,0,0,0
2440,"(0, 0, 1, 0, 2)","(0, 1, 0, 2, 3)",0.96944998,4998,0.0008141279663,0.9689726398,0.0004434019482,249998,-0.0003932688862,-6.46101,-22.8788,0,0,0
2583,"(0, 0, 0, 2, 3)","(0, 1, 1, 2, 0)",0.9694926695,6548,0.0007340839748,0.9689700118,0.0003848780272,249998,-0.0003959799921,-6.73597,-23.7344,0,0,0
2614,"(0, 1, 0, 0, 2)","(0, 0, 1, 4, 1)",0.9694224224,4995,0.0007595906083,0.9689482756,0.0003957548777,249998,-0.0004184033556,-7.07021,-23.9558,0,0,0
2589,"(0, 0, 0, 4, 1)","(0, 1, 1, 0, 2)",0.9692814563,4999,0.0006194076084,0.9689262191,0.0003946939075,249997,-0.000441157143,-7.45951,-24.3558,0,0,0
3025,"(0, 0, 0, 2, 1)","(0, 1, 2, 1, 2)",0.9696391835,4997,0.0009752326853,0.968902374,0.0003923261012,249995,-0.0004657560725,-7.88681,-24.8072,0,0,0
332,"(0, 0, 0, 3, 2)","(0, 0, 1, 0, 3)",0.9695335613,10235,0.0006906011201,0.9688904236,0.0004431629064,249999,-0.0004780843732,-7.85553,-24.2749,0,0,0
2442,"(0, 0, 1, 0, 4)","(0, 1, 0, 2, 1)",0.969429886,4999,0.0007953430893,0.9688887227,0.0004409928374,249997,-0.0004798390441,-7.8942,-24.334,0,0,0
368,"(0, 0, 0, 1, 3)","(0, 0, 1, 3, 1)",0.9694211685,4998,0.0007725002693,0.9688855217,0.0004202993862,249995,-0.0004831411966,-8.045,-24.684,0,0,0
2521,"(0, 0, 1, 1, 4)","(0, 1, 0, 2, 0)",0.9694351481,4996,0.0007757155259,0.9688788195,0.0004141527446,249999,-0.0004900552818,-8.18992,-24.8895,0,0,0
365,"(0, 0, 0, 1, 0)","(0, 0, 1, 3, 4)",0.969489898,4999,0.0008409193567,0.9688365194,0.0004303010565,249993,-0.0005336926929,-8.83474,-25.3761,0,0,0
334,"(0, 0, 0, 3, 4)","(0, 0, 1, 0, 1)",0.9694893508,5869,0.0008025806007,0.9687746231,0.0004383884326,249999,-0.0005975458706,-9.84549,-26.309,0,0,0
2974,"(0, 1, 0, 0, 3)","(0, 0, 2, 2, 1)",0.9694434434,4995,0.000786201976,0.9686982256,0.0004139069038,249998,-0.0006763586923,-11.3051,-28.0056,0,0,0
672,"(0, 0, 0, 0, 2)","(0, 0, 2, 3, 2)",0.9693489396,4998,0.0006916349149,0.9685987079,0.0004206233306,249990,-0.0007790225821,-12.9693,-29.6026,0,0,0
2552,"(0, 1, 1, 0, 0)","(0, 0, 0, 3, 4)",0.9694861945,4998,0.0008517165987,0.9685961832,0.0004295446506,249997,-0.0007816271976,-12.9448,-29.4915,0,0,0
619,"(0, 0, 0, 0, 3)","(0, 0, 2, 2, 2)",0.9693216573,4996,0.0006910545226,0.968496818,0.0004442922712,249999,-0.0008841337965,-14.518,-30.9235,0,0,0
