k,cfg_forward,cfg_backward,phase3_mean,phase3_m_eff,phase3_eps_i,recheck_mean,recheck_var,recheck_m_eff,rel_gap_to_xS,z_vs_xS,z_vs_xS_scaled,beats_xS,counterexample,eps_c_precise
61,"(0, 0, 1, 0, 0)","(0, 0, 0, 2, 1)",0.9569475895,4999,0,0.9565594587,0.0002956090714,249997,-0.002653801633,-49.5892,-68.2376,0,0,0
53,"(0, 0, 1, 1, 1)","(0, 0, 0, 0, 1)",0.9569641498,4993,0,0.956508522,0.0003401390875,249999,-0.002706910202,-48.9538,-67.0039,0,0,0
56,"(0, 0, 0, 0, 1)","(0, 0, 1, 2, 0)",0.9560978196,4999,0,0.9562973688,0.000277189497,249996,-0.002927066843,-55.4766,-74.3874,0,0,0
63,"(0, 0, 1, 1, 0)","(0, 0, 0, 1, 1)",0.9562527517,4997,0,0.9562244916,0.0002909381271,249996,-0.003003051418,-56.3153,-75.0263,0,0,0
59,"(0, 0, 0, 2, 0)","(0, 0, 1, 0, 1)",0.9559855856,4995,0,0.9562141689,0.0002883059103,249999,-0.003013814305,-56.6314,-75.3799,0,0,0
58,"(0, 0, 0, 1, 1)","(0, 0, 1, 1, 0)",0.9563571429,4998,0,0.9560649643,0.0002702163294,249999,-0.003169380836,-60.3992,-79.4108,0,0,0
6,"(0, 0, 0, 0, 1)","(0, 0, 0, 1, 2)",0.9562643586,4997,0,0.9556947988,0.0003950353809,249999,-0.003555329803,-61.9253,-79.305,0,0,0
186,"(0, 1, 0, 0, 0)","(0, 0, 1, 1, 1)",0.9558085617,4999,0,0.9555144521,0.0002835809521,249998,-0.003743366269,-70.5965,-89.4054,0,0,0
7,"(0, 0, 0, 0, 2)","(0, 0, 0, 1, 1)",0.9554024805,4999,0,0.9554813559,0.0003866376661,249998,-0.003777873725,-66.169,-83.6434,0,0,0
14,"(0, 0, 0, 0, 1)","(0, 0, 0, 2, 1)",0.9553634727,4999,0,0.9553817311,0.0003521066838,249998,-0.003881746424,-69.6105,-87.4988,0,0,0
54,"(0, 0, 1, 1, 2)","(0, 0, 0, 0, 0)",0.9551296259,4999,0,0.9551892408,0.0003172285419,249999,-0.004082444315,-75.063,-93.3999,0,0,0
62,"(0, 0, 1, 0, 1)","(0, 0, 0, 2, 0)",0.9547916333,4996,0,0.9551557859,0.0002699217218,249997,-0.004117325685,-78.4824,-97.488,0,0,0
17,"(0, 0, 0, 1, 1)","(0, 0, 0, 1, 1)",0.9547521008,4998,0,0.9550525364,0.0003497311487,249998,-0.004224977588,-75.8917,-93.8065,0,0,0
16,"(0, 0, 0, 1, 0)","(0, 0, 0, 1, 2)",0.9546585903,4994,0,0.9550367001,0.0003602626272,249999,-0.004241489104,-75.6316,-93.4161,0,0,0
8,"(0, 0, 0, 0, 3)","(0, 0, 0, 1, 0)",0.9550258207,4996,0,0.9549834359,0.0003771624476,249998,-0.004297024519,-75.7421,-93.3229,0,0,0
65,"(0, 0, 1, 2, 0)","(0, 0, 0, 0, 1)",0.9547665666,4995,0,0.9548383387,0.0002806945262,249998,-0.004448308478,-84.079,-102.922,0,0,0
141,"(0, 1, 0, 0, 1)","(0, 0, 0, 1, 1)",0.9552488498,4999,0,0.9547818525,0.0003453846721,249996,-0.00450720319,-81.209,-99.1758,0,0,0
182,"(0, 0, 1, 0, 0)","(0, 1, 0, 1, 1)",0.954557446,4996,0,0.9547359368,0.0002800861809,249997,-0.004555076667,-86.1377,-104.989,0,0,0
135,"(0, 0, 0, 0, 1)","(0, 1, 0, 1, 1)",0.9549647859,4998,0,0.9546889668,0.0003480717873,249999,-0.004604049499,-82.7973,-100.73,0,0,0
140,"(0, 1, 0, 0, 0)","(0, 0, 0, 1, 2)",0.9548395037,4997,0,0.9546348945,0.0003545289828,249999,-0.004660427301,-83.4333,-101.284,0,0,0
134,"(0, 0, 0, 0, 0)","(0, 1, 0, 1, 2)",0.9544010802,4999,0,0.9545887911,0.0003573090702,249997,-0.004708496581,-84.1308,-101.947,0,0,0
64,"(0, 0, 1, 1, 1)","(0, 0, 0, 1, 0)",0.9544634781,4997,0,0.9545345541,0.0002629106043,249999,-0.004765046117,-91.3364,-110.44,0,0,0
60,"(0, 0, 0, 2, 1)","(0, 0, 1, 0, 0)",0.95444998,4998,0,0.954500038,0.0002605277712,249999,-0.004801033988,-92.2019,-111.342,0,0,0
179,"(0, 0, 0, 0, 1)","(0, 1, 1, 1, 0)",0.9539855914,4997,0,0.9543360293,0.0002572217625,249999,-0.00497203581,-95.74,-114.928,0,0,0
10,"(0, 0, 0, 1, 1)","(0, 0, 0, 0, 2)",0.9542742549,4999,0,0.9542759211,0.0003916832973,249999,-0.005034707005,-87.8871,-105.293,0,0,0
15,"(0, 0, 0, 0, 2)","(0, 0, 0, 2, 0)",0.9540556111,4999,0,0.9541288165,0.0003309326298,249999,-0.005188083987,-94.4455,-112.591,0,0,0
190,"(0, 1, 1, 0, 0)","(0, 0, 0, 1, 1)",0.9538665199,4997,0,0.9541135018,0.0002778531026,249996,-0.005204051689,-98.5812,-117.458,0,0,0
84,"(0, 0, 0, 0, 0)","(0, 0, 2, 1, 1)",0.9540140028,4999,0,0.9541005452,0.0002806899738,249997,-0.005217560756,-98.6192,-117.454,0,0,0
180,"(0, 0, 0, 1, 0)","(0, 1, 1, 0, 1)",0.9538511405,4998,0,0.9540590562,0.00027370935,249999,-0.005260818774,-99.9806,-118.918,0,0,0
20,"(0, 0, 0, 2, 1)","(0, 0, 0, 0, 1)",0.9543317327,4998,0,0.9540232841,0.0003468289725,249999,-0.005298116206,-95.3625,-113.304,0,0,0
19,"(0, 0, 0, 2, 0)","(0, 0, 0, 0, 2)",0.9541160232,4999,0,0.9539785639,0.0003569962485,249999,-0.005344743208,-95.5201,-113.335,0,0,0
9,"(0, 0, 0, 1, 0)","(0, 0, 0, 0, 3)",0.9540828663,4996,0,0.9539777238,0.0004007949333,249998,-0.005345619121,-92.7561,-110.056,0,0,0
11,"(0, 0, 0, 1, 2)","(0, 0, 0, 0, 1)",0.9534642929,4999,0,0.9539344157,0.0003785785113,249999,-0.005390773819,-94.9305,-112.485,0,0,0
187,"(0, 1, 0, 0, 1)","(0, 0, 1, 1, 0)",0.9534769908,4998,0,0.9539300063,0.0002537221812,249994,-0.00539537125,-104.186,-123.423,0,0,0
18,"(0, 0, 0, 1, 2)","(0, 0, 0, 1, 0)",0.9537889578,4999,0,0.953869767,0.0003267575606,249998,-0.005458179158,-99.6626,-117.86,0,0,0
88,"(0, 0, 1, 0, 0)","(0, 0, 1, 1, 1)",0.9540258103,4998,0,0.9537379329,0.0002789070721,249997,-0.005595634535,-105.912,-124.769,0,0,0
142,"(0, 1, 0, 0, 2)","(0, 0, 0, 1, 0)",0.953593356,4997,0,0.9535317015,0.0003222744453,249988,-0.005810659367,-106.444,-124.697,0,0,0
136,"(0, 0, 0, 0, 2)","(0, 1, 0, 1, 0)",0.9535647129,4999,0,0.9535279381,0.0003242483245,249999,-0.005814583245,-106.364,-124.591,0,0,0
188,"(0, 1, 0, 1, 0)","(0, 0, 1, 0, 1)",0.9535378303,4996,0,0.9535157401,0.0002717709395,249998,-0.005827301341,-110.915,-129.875,0,0,0
12,"(0, 0, 0, 1, 3)","(0, 0, 0, 0, 0)",0.9532336935,4998,0,0.9533674863,0.0003672981952,249993,-0.005981876572,-106.149,-123.833,0,0,0
21,"(0, 0, 0, 2, 2)","(0, 0, 0, 0, 0)",0.9527169434,4999,0,0.9525466662,0.0003182736315,249999,-0.006837695624,-125.627,-143.923,0,0,0
36,"(0, 0, 0, 0, 1)","(0, 0, 1, 0, 2)",0.9511935161,4997,0,0.9507739511,0.0003708140926,249999,-0.008685997516,-153.766,-171.384,0,0,0
37,"(0, 0, 0, 0, 2)","(0, 0, 1, 0, 1)",0.9501735736,4995,0,0.9505727766,0.0003568324556,249998,-0.00889574991,-159.001,-176.786,0,0,0
35,"(0, 0, 0, 0, 0)","(0, 0, 1, 0, 3)",0.9501470294,4999,0,0.950500724,0.0003769425448,249998,-0.008970874736,-158.15,-175.693,0,0,0
40,"(0, 0, 1, 0, 1)","(0, 0, 0, 0, 2)",0.9502134854,4998,0,0.9500384243,0.000368699436,249998,-0.009452886432,-167.583,-185.22,0,0,0
39,"(0, 0, 1, 0, 0)","(0, 0, 0, 0, 3)",0.9499571914,4999,0,0.9499517838,0.0003746670165,249999,-0.009543221196,-168.499,-186.064,0,0,0
22,"(0, 0, 0, 0, 0)","(0, 0, 0, 3, 1)",0.9498257652,4999,0,0.9499067309,0.0002767618372,249997,-0.009590195134,-181.824,-200.669,0,0,0
38,"(0, 0, 0, 0, 3)","(0, 0, 1, 0, 0)",0.9499765953,4999,0,0.9498991632,0.0003478019376,249998,-0.0095980855,-172.641,-190.53,0,0,0
24,"(0, 0, 0, 1, 0)","(0, 0, 0, 2, 1)",0.9498455691,4999,0,0.9497823503,0.0002759323162,249998,-0.009719879222,-184.402,-203.258,0,0,0
41,"(0, 0, 1, 0, 2)","(0, 0, 0, 0, 1)",0.9497333333,4995,0,0.9497131829,0.0003577760785,249999,-0.009791995857,-174.906,-192.671,0,0,0
26,"(0, 0, 0, 2, 0)","(0, 0, 0, 1, 1)",0.9494042809,4999,0,0.9492035256,0.0002742535127,249998,-0.01032338436,-196.109,-214.984,0,0,0
42,"(0, 0, 1, 0, 3)","(0, 0, 0, 0, 0)",0.9488086852,4997,0,0.9490347524,0.0003436770751,249997,-0.01049935389,-189.402,-207.335,0,0,0
28,"(0, 0, 0, 3, 0)","(0, 0, 0, 0, 1)",0.9486920768,4998,0,0.9485799169,0.0002697303137,249991,-0.01097358316,-209.204,-228.137,0,0,0
23,"(0, 0, 0, 0, 1)","(0, 0, 0, 3, 0)",0.9473169268,4998,0,0.9478089089,0.0002472378775,249996,-0.0117774661,-228.63,-247.895,0,0,0
25,"(0, 0, 0, 1, 1)","(0, 0, 0, 2, 0)",0.947271217,4996,0,0.9475436142,0.0002454471084,249999,-0.01205407278,-234.345,-253.635,0,0,0
27,"(0, 0, 0, 2, 1)","(0, 0, 0, 1, 0)",0.9467017403,4999,0,0.946875571,0.0002400245618,249998,-0.01275060064,-248.998,-268.365,0,0,0
29,"(0, 0, 0, 3, 1)","(0, 0, 0, 0, 0)",0.9463626176,4997,0,0.9460571442,0.0002369912465,249999,-0.01360392432,-266.333,-285.737,0,0,0
1,"(0, 0, 0, 0, 1)","(0, 0, 0, 0, 3)",0.9425968387,4998,0,0.9420485532,0.000368119958,249994,-0.0177834377,-315.393,-332.963,0,0,0
2,"(0, 0, 0, 0, 2)","(0, 0, 0, 0, 2)",0.9417731092,4998,0,0.9417869191,0.0003618020191,249999,-0.01805622753,-321.626,-339.268,0,0,0
3,"(0, 0, 0, 0, 3)","(0, 0, 0, 0, 1)",0.9409633854,4998,0,0.9414717118,0.0003559178528,249998,-0.01838487503,-328.817,-346.527,0,0,0
4,"(0, 0, 0, 0, 4)","(0, 0, 0, 0, 0)",0.9408865546,4998,0,0.9410959244,0.0003496016714,249999,-0.01877668562,-337.31,-355.093,0,0,0
31,"(0, 0, 0, 1, 0)","(0, 0, 0, 3, 0)",0.9214405762,4998,0,0.9216482972,0.0001345955013,249998,-0.03905354021,-839.565,-860.435,0,0,0
32,"(0, 0, 0, 2, 0)","(0, 0, 0, 2, 0)",0.9215317063,4999,0,0.921413933,0.0001337901782,249997,-0.03929789748,-845.502,-866.384,0,0,0
30,"(0, 0, 0, 0, 0)","(0, 0, 0, 4, 0)",0.9214417767,4998,0,0.921261537,0.0001338619895,249999,-0.03945679142,-848.86,-869.738,0,0,0
33,"(0, 0, 0, 3, 0)","(0, 0, 0, 1, 0)",0.9208659732,4999,0,0.9209704759,0.0001327624584,249999,-0.03976026314,-856.337,-877.232,0,0,0
34,"(0, 0, 0, 4, 0)","(0, 0, 0, 0, 0)",0.9204328597,4997,0,0.920501396,0.0001334907919,249996,-0.04024934409,-866.233,-887.106,0,0,0
