k,cfg_forward,cfg_backward,phase3_mean,phase3_m_eff,phase3_eps_i,recheck_mean,recheck_var,recheck_m_eff,rel_gap_to_xS,z_vs_xS,z_vs_xS_scaled,beats_xS,counterexample,eps_c_precise
144,"(0, 0, 0, 1, 1)","(0, 0, 1, 2, 1)",0.9644686812,4997,0.0003690230215,0.964239493,0.0003650602318,249999,-0.0005113342342,-8.88499,-26.2473,0,0,0
130,"(0, 0, 1, 0, 2)","(0, 0, 0, 2, 1)",0.9643060448,4996,0.0002318593091,0.9642362489,0.0003944574063,249999,-0.0005146968368,-8.77757,-25.8183,0,0,0
141,"(0, 0, 0, 0, 1)","(0, 0, 1, 3, 1)",0.9642984985,4995,0.0001885008679,0.9642321616,0.0003695022444,249994,-0.0005189336298,-8.99112,-26.3035,0,0,0
143,"(0, 0, 0, 1, 0)","(0, 0, 1, 2, 2)",0.9647107421,4999,0.0006197787161,0.9642294218,0.0003698000476,249998,-0.0005217735213,-9.03862,-26.3477,0,0,0
133,"(0, 0, 1, 1, 1)","(0, 0, 0, 1, 2)",0.9641272509,4998,7.724379412e-05,0.9642045536,0.0003979271253,249998,-0.0005475508133,-9.31766,-26.3214,0,0,0
128,"(0, 0, 1, 0, 0)","(0, 0, 0, 2, 3)",0.9645811162,4999,0.0005206099606,0.9642037921,0.0004046438251,249995,-0.0005483402139,-9.29231,-26.2254,0,0,0
140,"(0, 0, 0, 0, 0)","(0, 0, 1, 3, 2)",0.9638674021,8884,0,0.9641935528,0.0003708003599,249999,-0.000558953828,-9.67646,-26.9741,0,0,0
126,"(0, 0, 0, 2, 2)","(0, 0, 1, 0, 1)",0.9639693939,4999,0,0.9641605973,0.0003908617111,249998,-0.0005931140531,-10.1377,-27.2161,0,0,0
97,"(0, 0, 0, 0, 1)","(0, 0, 1, 1, 3)",0.9644346869,4999,0.000384752544,0.9641605686,0.0004243159643,249999,-0.0005931437427,-9.93175,-26.663,0,0,0
595,"(0, 0, 0, 0, 1)","(0, 1, 1, 1, 2)",0.9641225225,4995,3.230542738e-05,0.9641320285,0.0003954053998,249999,-0.0006227271821,-10.6136,-27.6434,0,0,0
98,"(0, 0, 0, 0, 2)","(0, 0, 1, 1, 2)",0.9641932386,4999,0.0001364069318,0.9641025964,0.0004193646809,249999,-0.0006532352336,-10.9707,-27.7515,0,0,0
134,"(0, 0, 1, 1, 2)","(0, 0, 0, 1, 1)",0.964100624,39583,0,0.9641006764,0.0003907843066,249999,-0.0006552254299,-11.1999,-28.2786,0,0,0
628,"(0, 0, 0, 0, 2)","(0, 1, 1, 2, 0)",0.9638401567,23229,0,0.9640710969,0.0003475739385,249997,-0.0006858863028,-12.0556,-29.6162,0,0,0
124,"(0, 0, 0, 2, 0)","(0, 0, 1, 0, 3)",0.9641574315,4999,7.394412189e-05,0.9640533602,0.0004019454003,249999,-0.0007042713311,-11.9547,-28.9148,0,0,0
631,"(0, 0, 0, 1, 2)","(0, 1, 1, 1, 0)",0.9641618324,4999,2.560638541e-05,0.9640459604,0.0003425237499,249998,-0.000711941689,-12.5557,-30.1752,0,0,0
131,"(0, 0, 1, 0, 3)","(0, 0, 0, 2, 0)",0.9641768707,4998,8.785578595e-05,0.9640303045,0.0003857638129,249996,-0.0007281698953,-12.4861,-29.6181,0,0,0
596,"(0, 0, 0, 0, 2)","(0, 1, 1, 1, 1)",0.964003605,4993,0,0.9640195163,0.0003876813047,249996,-0.0007393524452,-12.6625,-29.7738,0,0,0
132,"(0, 0, 1, 1, 0)","(0, 0, 0, 1, 3)",0.9637948941,5758,0,0.9640168281,0.0004046739342,249999,-0.0007421389628,-12.5763,-29.5075,0,0,0
636,"(0, 0, 1, 0, 1)","(0, 1, 0, 2, 1)",0.9640042998,6977,0,0.9639482356,0.0003590588012,249998,-0.0008132389419,-14.1862,-31.6136,0,0,0
99,"(0, 0, 0, 0, 3)","(0, 0, 1, 1, 1)",0.9642169646,7439,3.307000643e-05,0.963939507,0.0004188370014,249996,-0.0008222865806,-13.8142,-30.5989,0,0,0
633,"(0, 0, 0, 2, 1)","(0, 1, 1, 0, 1)",0.9638728916,8300,0,0.9639303952,0.0003534570545,249997,-0.0008317315455,-14.5623,-32.0535,0,0,0
100,"(0, 0, 0, 0, 4)","(0, 0, 1, 1, 0)",0.964103262,4997,3.983720221e-05,0.9639269554,0.0004169013033,249998,-0.0008352970396,-14.0493,-30.8536,0,0,0
146,"(0, 0, 0, 2, 0)","(0, 0, 1, 1, 2)",0.9645419084,4999,0.0004372510024,0.9639113716,0.0003702847513,249999,-0.0008514504971,-14.745,-32.0457,0,0,0
127,"(0, 0, 0, 2, 3)","(0, 0, 1, 0, 0)",0.9639379752,4998,0,0.9638587834,0.0003812277958,249999,-0.0009059611457,-15.5795,-32.7592,0,0,0
597,"(0, 0, 0, 0, 3)","(0, 1, 1, 1, 0)",0.9638169634,4999,0,0.9638441508,0.0003806126546,249998,-0.0009211287465,-15.8465,-33.0328,0,0,0
611,"(0, 1, 0, 0, 1)","(0, 0, 1, 1, 2)",0.9643871549,4998,0.0003053825614,0.9638400741,0.0003938933623,249997,-0.0009253544475,-15.7864,-32.8296,0,0,0
635,"(0, 0, 1, 0, 0)","(0, 1, 0, 2, 2)",0.964409882,4999,0.00030515564,0.9638175924,0.0003660712618,249995,-0.0009486580288,-16.4731,-33.82,0,0,0
142,"(0, 0, 0, 0, 2)","(0, 0, 1, 3, 0)",0.9638048829,4997,0,0.9637315388,0.0003513740546,249984,-0.001037857374,-18.196,-35.709,0,0,0
649,"(0, 1, 0, 1, 2)","(0, 0, 1, 1, 0)",0.9642604521,4999,0.0001191045986,0.9637235778,0.0003423547996,249998,-0.001046109431,-18.4511,-36.0694,0,0,0
150,"(0, 0, 0, 3, 1)","(0, 0, 1, 0, 1)",0.9640810162,4999,0,0.9636979936,0.0003589488002,249998,-0.001072628903,-18.7124,-36.1386,0,0,0
610,"(0, 1, 0, 0, 0)","(0, 0, 1, 1, 3)",0.9638091748,15826,0,0.9636497692,0.0003995923705,249998,-0.001122616201,-19.0838,-36.065,0,0,0
137,"(0, 0, 1, 2, 1)","(0, 0, 0, 0, 2)",0.9638481393,4998,0,0.9634601258,0.0003958263517,249999,-0.001319192247,-22.4781,-39.4974,0,0,0
239,"(0, 0, 0, 1, 1)","(0, 0, 2, 1, 1)",0.9638931786,4999,0,0.9633206906,0.0003629169774,249998,-0.00146372478,-25.4692,-42.8469,0,0,0
245,"(0, 0, 1, 0, 1)","(0, 0, 1, 2, 1)",0.964105021,4999,0,0.9632694777,0.000361139898,249991,-0.001516809805,-26.4233,-43.8205,0,0,0
20,"(0, 0, 0, 0, 1)","(0, 0, 0, 2, 3)",0.9614158832,4999,0,0.9611001248,0.0004333125469,249998,-0.003765466546,-62.7109,-79.3267,0,0,0
21,"(0, 0, 0, 0, 2)","(0, 0, 0, 2, 2)",0.9611114223,4999,0,0.9610930131,0.0004256524991,249997,-0.003772838209,-63.1224,-79.8142,0,0,0
22,"(0, 0, 0, 0, 3)","(0, 0, 0, 2, 1)",0.9609681809,4997,0,0.9609230277,0.0004238793343,249999,-0.003949037697,-66.1411,-82.8493,0,0,0
9,"(0, 0, 0, 0, 2)","(0, 0, 0, 1, 3)",0.9603092474,4996,0,0.9602791313,0.0004537872912,249997,-0.004616472604,-75.9622,-92.3732,0,0,0
39,"(0, 0, 0, 1, 1)","(0, 0, 0, 2, 2)",0.9603730746,4999,0,0.9602667691,0.0004003943417,249999,-0.004629286807,-78.6559,-95.5987,0,0,0
35,"(0, 0, 0, 0, 1)","(0, 0, 0, 3, 2)",0.9603698959,4996,0,0.960252182,0.000402190619,249998,-0.004644407108,-78.8249,-95.7489,0,0,0
10,"(0, 0, 0, 0, 3)","(0, 0, 0, 1, 2)",0.960173739,4996,0,0.960250047,0.0004495370898,249997,-0.004646620173,-76.6481,-93.0993,0,0,0
40,"(0, 0, 0, 1, 2)","(0, 0, 0, 2, 1)",0.9601964393,4999,0,0.96000684,0.000394843,249999,-0.00489871793,-83.5219,-100.521,0,0,0
36,"(0, 0, 0, 0, 2)","(0, 0, 0, 3, 1)",0.9595015003,4999,0,0.9599000756,0.0003971856766,249999,-0.005009385286,-85.2841,-102.257,0,0,0
38,"(0, 0, 0, 1, 0)","(0, 0, 0, 2, 3)",0.9595409409,4995,0,0.9598880387,0.0004059640642,249997,-0.005021862257,-85.0326,-101.914,0,0,0
43,"(0, 0, 0, 2, 1)","(0, 0, 0, 1, 2)",0.9596151691,4997,0,0.9598524022,0.0004000167154,249997,-0.005058801426,-85.9737,-102.917,0,0,0
41,"(0, 0, 0, 1, 3)","(0, 0, 0, 2, 0)",0.9598523409,4998,0,0.9596463346,0.0003853742203,249999,-0.005272402171,-90.4296,-107.526,0,0,0
37,"(0, 0, 0, 0, 3)","(0, 0, 0, 3, 0)",0.9600222089,4998,0,0.959625253,0.0003838014194,249998,-0.005294254422,-90.8947,-108.008,0,0,0
42,"(0, 0, 0, 2, 0)","(0, 0, 0, 1, 3)",0.9596933387,4999,0,0.9596085393,0.0004035060245,249997,-0.005311579115,-90.0748,-106.979,0,0,0
17,"(0, 0, 0, 1, 4)","(0, 0, 0, 0, 1)",0.9589261557,4997,0,0.9590895934,0.0004444834708,249996,-0.005849495803,-96.7763,-113.267,0,0,0
18,"(0, 0, 0, 1, 5)","(0, 0, 0, 0, 0)",0.9589937988,4999,0,0.9589726879,0.0004411726234,249999,-0.005970674998,-98.9744,-115.496,0,0,0
4,"(0, 0, 0, 0, 4)","(0, 0, 0, 0, 2)",0.947967587,4998,0,0.9478927436,0.0004190599046,249999,-0.01745566275,-293.212,-309.857,0,0,0
