k,cfg_forward,cfg_backward,phase3_mean,phase3_m_eff,phase3_eps_i,recheck_mean,recheck_var,recheck_m_eff,rel_gap_to_xS,z_vs_xS,z_vs_xS_scaled,beats_xS,counterexample,eps_c_precise
1676,"(0, 0, 0, 3, 1)","(0, 1, 1, 0, 2)",0.9685578231,4998,0.001202869037,0.9677921192,0.0003971093226,249999,-0.0002499139792,-4.21558,-21.0728,0,0,0
1698,"(0, 1, 0, 0, 3)","(0, 0, 1, 3, 0)",0.968290058,4999,0.0009161077995,0.9677917918,0.0003890350231,249995,-0.0002502521209,-4.24211,-21.1824,0,0,0
1638,"(0, 1, 0, 1, 0)","(0, 0, 1, 1, 4)",0.9680154092,4997,0.0006779287251,0.9677871614,0.0004249709118,249997,-0.0002550354133,-4.23097,-20.8103,0,0,0
1674,"(0, 0, 0, 2, 3)","(0, 1, 1, 1, 0)",0.9679896114,10396,0.0004111091907,0.9677719822,0.0003841598262,249998,-0.0002707159259,-4.6028,-21.5938,0,0,0
1704,"(0, 1, 0, 2, 1)","(0, 0, 1, 1, 2)",0.9679035421,4997,0.0005441859351,0.9677712653,0.0003958622348,249997,-0.0002714565204,-4.58242,-21.4522,0,0,0
1642,"(0, 1, 0, 1, 4)","(0, 0, 1, 1, 0)",0.9687475495,4999,0.001409224892,0.9677700431,0.0004123474788,249999,-0.0002727190535,-4.55827,-21.2616,0,0,0
248,"(0, 0, 0, 0, 3)","(0, 0, 1, 3, 1)",0.9679233693,4998,0.0005855009296,0.9677326189,0.0004267542777,249999,-0.0003113790055,-5.1603,-21.7218,0,0,0
1675,"(0, 0, 0, 3, 0)","(0, 1, 1, 0, 3)",0.9682432486,4999,0.0008651897452,0.9677011788,0.000395341377,249999,-0.000343857332,-5.80646,-22.6809,0,0,0
1703,"(0, 1, 0, 2, 0)","(0, 0, 1, 1, 3)",0.9680094094,4995,0.0006491780388,0.9676965736,0.0003997279859,249998,-0.0003486146359,-5.87113,-22.7007,0,0,0
1677,"(0, 0, 0, 3, 2)","(0, 1, 1, 0, 1)",0.9678765961,22398,0.0001528305387,0.9676747934,0.0003867635907,249998,-0.0003711140246,-6.29969,-23.2626,0,0,0
1708,"(0, 1, 0, 3, 1)","(0, 0, 1, 0, 2)",0.9678081616,4999,0.0004365450454,0.9676375517,0.0003930287172,249997,-0.0004095855515,-6.9261,-23.8237,0,0,0
1624,"(0, 0, 1, 1, 1)","(0, 1, 0, 1, 3)",0.9680087042,6089,0.000605440291,0.9676351211,0.0004228662228,249998,-0.0004120963822,-6.84504,-23.4435,0,0,0
259,"(0, 0, 0, 2, 4)","(0, 0, 1, 1, 0)",0.9678560561,4995,0.0005023717877,0.9676269955,0.000415790602,249997,-0.0004204902575,-7.01374,-23.6817,0,0,0
1706,"(0, 1, 0, 2, 3)","(0, 0, 1, 1, 0)",0.9682290458,4999,0.0008580614617,0.967501542,0.0003834003438,249999,-0.0005500864411,-9.35714,-26.3536,0,0,0
228,"(0, 0, 1, 0, 1)","(0, 0, 0, 2, 4)",0.9681032413,4998,0.0007799608327,0.967500982,0.0004524502176,249999,-0.0005506649355,-8.99141,-25.3074,0,0,0
1681,"(0, 0, 1, 0, 2)","(0, 1, 0, 3, 1)",0.9677941942,4995,0.000421311859,0.967488834,0.0003943053328,249999,-0.0005632141311,-9.51657,-26.3998,0,0,0
222,"(0, 0, 0, 2, 1)","(0, 0, 1, 0, 4)",0.967829932,4998,0.0005027229662,0.9674793859,0.0004506541393,249999,-0.0005729741575,-9.36526,-25.6978,0,0,0
1709,"(0, 1, 0, 3, 2)","(0, 0, 1, 0, 1)",0.9680094094,4995,0.0006409432697,0.9674685819,0.0003864417514,249999,-0.0005841349666,-9.91771,-26.8821,0,0,0
1645,"(0, 1, 0, 2, 2)","(0, 0, 1, 0, 2)",0.9677462956,4994,0.0003963615813,0.9674530614,0.0004136587483,249997,-0.0006001679126,-10.0234,-26.7109,0,0,0
291,"(0, 0, 0, 1, 2)","(0, 0, 1, 3, 1)",0.967759752,4999,0.0003793280613,0.9674082609,0.0003966318791,249997,-0.0006464478321,-10.9075,-27.7661,0,0,0
1683,"(0, 0, 1, 1, 0)","(0, 1, 0, 2, 3)",0.9679411882,4999,0.0005701126989,0.9674007072,0.0004005438095,249998,-0.00065425096,-11.013,-27.8317,0,0,0
223,"(0, 0, 0, 2, 2)","(0, 0, 1, 0, 3)",0.9678569714,4999,0.0005219200231,0.9673939096,0.0004432569379,249999,-0.0006612730581,-10.8544,-27.2554,0,0,0
226,"(0, 0, 0, 2, 5)","(0, 0, 1, 0, 0)",0.9680626752,4994,0.0007292017636,0.9673766895,0.000436299716,249999,-0.0006790617598,-11.1912,-27.658,0,0,0
1716,"(0, 1, 1, 1, 1)","(0, 0, 0, 2, 2)",0.9678232,5000,0.0004603407917,0.9673581494,0.0003952193113,249999,-0.0006982140554,-11.7911,-28.6637,0,0,0
1733,"(0, 0, 0, 2, 0)","(0, 1, 1, 2, 2)",0.9678583433,4998,0.0004538199816,0.9673393307,0.0003708576259,249998,-0.000717654196,-12.3032,-29.431,0,0,0
274,"(0, 0, 1, 1, 4)","(0, 0, 0, 2, 0)",0.9677559024,4998,0.0003935092916,0.9672052105,0.0004169973691,249997,-0.0008562033028,-14.2712,-30.9235,0,0,0
2071,"(0, 1, 0, 1, 1)","(0, 0, 2, 2, 1)",0.9677877228,5050,0.0003808114803,0.967001056,0.0003615075389,249999,-0.001067099252,-18.4022,-35.628,0,0,0
185,"(0, 0, 0, 0, 4)","(0, 0, 1, 1, 2)",0.9677935587,4999,0.0004551454251,0.9669713119,0.0004685638535,249999,-0.001097825567,-17.7635,-33.9279,0,0,0
