k,cfg_forward,cfg_backward,phase3_mean,phase3_m_eff,phase3_eps_i,recheck_mean,recheck_var,recheck_m_eff,rel_gap_to_xS,z_vs_xS,z_vs_xS_scaled,beats_xS,counterexample,eps_c_precise
190,"(0, 0, 0, 0, 2)","(0, 0, 1, 3, 1)",0.9661140981,13094,0,0.9662926572,0.0003975176123,249999,-0.0002462469186,-4.21037,-21.2978,0,0,0
198,"(0, 0, 0, 2, 2)","(0, 0, 1, 1, 1)",0.9661565167,93613,0,0.9662025848,0.0003915894043,249999,-0.0003394383338,-5.82542,-22.9757,0,0,0
1033,"(0, 0, 0, 2, 1)","(0, 1, 1, 0, 2)",0.9661744138,165503,0,0.9661833149,0.0003934131684,249996,-0.0003593754947,-6.16048,-23.2909,0,0,0
1075,"(0, 0, 0, 1, 0)","(0, 1, 1, 2, 2)",0.9661174264,6932,9.065415348e-05,0.9661830655,0.0003699404226,249998,-0.0003596336019,-6.25802,-23.6468,0,0,0
1055,"(0, 1, 0, 1, 3)","(0, 0, 1, 1, 0)",0.9662086504,4994,0.0003214498992,0.9661584025,0.0003838080892,249996,-0.0003851505679,-6.64258,-23.8771,0,0,0
1079,"(0, 0, 0, 2, 1)","(0, 1, 1, 1, 1)",0.9662952362,4996,0.0003770261716,0.9661358405,0.0003602321333,249999,-0.0004084938429,-7.15342,-24.6521,0,0,0
195,"(0, 0, 0, 1, 3)","(0, 0, 1, 2, 0)",0.9663726729,9024,0.0003189839605,0.9661215725,0.0003900156163,249999,-0.0004232559789,-7.27111,-24.4377,0,0,0
1097,"(0, 1, 0, 0, 1)","(0, 0, 1, 3, 1)",0.966180817,4994,0.0002540766769,0.966121233,0.000366194689,249998,-0.0004236072522,-7.3892,-24.8197,0,0,0
196,"(0, 0, 0, 2, 0)","(0, 0, 1, 1, 3)",0.9661423953,6496,0.0001851664478,0.9660763249,0.0004036266366,249997,-0.0004700703969,-8.00676,-25.0274,0,0,0
1034,"(0, 0, 0, 2, 2)","(0, 1, 1, 0, 1)",0.9663858772,4999,0.0004916814407,0.9660720726,0.0003834407109,249998,-0.0004744699876,-8.18498,-25.4228,0,0,0
1078,"(0, 0, 0, 2, 0)","(0, 1, 1, 1, 2)",0.9662843025,7893,0.000232700111,0.9660556682,0.0003654615488,249999,-0.0004914423968,-8.57659,-26.0148,0,0,0
1100,"(0, 1, 0, 1, 1)","(0, 0, 1, 2, 1)",0.9660218087,4998,0.000108507776,0.9660525722,0.000364103985,249999,-0.0004946456189,-8.64015,-26.0938,0,0,0
1038,"(0, 0, 1, 0, 2)","(0, 1, 0, 2, 1)",0.9660696139,4999,0.0001800816117,0.9660250521,0.0003911670257,249999,-0.0005231187043,-8.98012,-26.1334,0,0,0
191,"(0, 0, 0, 0, 3)","(0, 0, 1, 3, 0)",0.9661393393,4995,0.0002451165828,0.9660225361,0.0003949529318,249999,-0.0005257218396,-9.00333,-26.1158,0,0,0
175,"(0, 0, 1, 0, 2)","(0, 0, 0, 2, 2)",0.9660760631,5009,0.0002043183531,0.9659877759,0.0004248662244,249997,-0.0005616857652,-9.44348,-26.2435,0,0,0
1032,"(0, 0, 0, 2, 0)","(0, 1, 1, 0, 3)",0.9666263253,4999,0.0007508575457,0.9659784119,0.0003976537192,249999,-0.0005713739624,-9.7686,-26.8518,0,0,0
1099,"(0, 1, 0, 1, 0)","(0, 0, 1, 2, 2)",0.9664106821,4999,0.0004940887462,0.9659683632,0.0003707220394,249994,-0.000581770604,-10.1183,-27.4962,0,0,0
169,"(0, 0, 0, 2, 1)","(0, 0, 1, 0, 3)",0.9664568914,4999,0.0005914278926,0.9659652519,0.0004279807244,249999,-0.0005849897256,-9.81682,-26.5851,0,0,0
1057,"(0, 1, 0, 2, 1)","(0, 0, 1, 0, 2)",0.9661175251,9164,5.005704774e-05,0.9659640639,0.0003917464906,249999,-0.0005862188689,-10.0597,-27.2061,0,0,0
176,"(0, 0, 1, 0, 3)","(0, 0, 0, 2, 1)",0.9660824413,33818,0,0.9659599275,0.0004191565567,249997,-0.0005904984405,-9.96238,-26.8204,0,0,0
180,"(0, 0, 1, 1, 2)","(0, 0, 0, 1, 2)",0.9661523571,31203,0,0.9659321235,0.0004209920647,249998,-0.0006192653107,-10.4361,-27.2751,0,0,0
205,"(0, 0, 1, 0, 1)","(0, 0, 0, 3, 2)",0.9662530506,4999,0.0003729541634,0.9658946352,0.0003992117649,249998,-0.0006580517677,-11.2395,-28.3054,0,0,0
202,"(0, 0, 0, 3, 2)","(0, 0, 1, 0, 1)",0.9662268947,12865,7.821081046e-05,0.965874927,0.0003901180623,249998,-0.0006784423858,-11.6542,-28.8174,0,0,0
177,"(0, 0, 1, 0, 4)","(0, 0, 0, 2, 0)",0.9659571914,4999,8.818259999e-05,0.965873131,0.0004174313576,249998,-0.0006803005931,-11.4895,-28.3646,0,0,0
1074,"(0, 0, 0, 0, 2)","(0, 1, 1, 3, 0)",0.9661204241,4999,0.0001930993086,0.9658410227,0.000354547653,249998,-0.0007135207052,-12.5418,-30.1032,0,0,0
168,"(0, 0, 0, 2, 0)","(0, 0, 1, 0, 4)",0.9661110666,4997,0.0002454905177,0.9658326933,0.0004275400557,249996,-0.0007221385436,-12.1215,-28.8931,0,0,0
178,"(0, 0, 1, 1, 0)","(0, 0, 0, 1, 4)",0.9659963993,4999,0.0001217178283,0.9658177738,0.0004297417419,249997,-0.000737574691,-12.3642,-29.1135,0,0,0
200,"(0, 0, 0, 3, 0)","(0, 0, 1, 0, 3)",0.9660676406,4997,0.0001853897679,0.965740367,0.0004009433825,249999,-0.0008176620124,-13.9506,-30.9967,0,0,0
136,"(0, 0, 0, 0, 2)","(0, 0, 1, 1, 3)",0.966032613,4998,0.0001814965353,0.9656809014,0.0004491873272,249998,-0.0008791867178,-14.5687,-31.1246,0,0,0
1081,"(0, 0, 0, 3, 0)","(0, 1, 1, 0, 2)",0.9661366273,4999,0.0002301333285,0.9656786294,0.0003639813296,249998,-0.0008815374122,-15.3993,-32.8508,0,0,0
341,"(0, 0, 0, 1, 1)","(0, 0, 2, 1, 2)",0.9660584234,4998,0.0001550080688,0.9656499732,0.0004007855316,249998,-0.0009111859587,-15.5478,-32.5948,0,0,0
185,"(0, 0, 1, 2, 2)","(0, 0, 0, 0, 2)",0.9660158032,4999,0.0001230540122,0.9653122972,0.0004198126133,249999,-0.001260555062,-21.2585,-38.1043,0,0,0
