panel,n,m,throughput,halfwidth,sd,gain_percent,replications,steps,warmup,seed,dual,loops
table2b_dual_staggered_return,4,7,3.759137393,0.000304627,0.000815817,4.1094,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29"
table2b_dual_staggered_return,4,8,3.839127845,0.000306121,0.000819819,4.0733,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29 30"
table2b_dual_staggered_return,4,9,3.888898321,0.000300197,0.000803955,3.8732,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29 30 31"
table2b_dual_staggered_return,5,4,3.343496090,0.000172029,0.000460709,1.2981,30,1330000,20000,20260901,true,"28 28 29 30"
table2b_dual_staggered_return,5,5,3.822176617,0.000198094,0.000530512,2.5163,30,1330000,20000,20260901,true,"28 28 29 30 31"
table2b_dual_staggered_return,5,6,4.171754511,0.000191464,0.000512757,3.6383,30,1330000,20000,20260901,true,"28 28 29 30 31 32"
table2b_dual_staggered_return,5,7,4.421243333,0.000193587,0.000518444,4.4768,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33"
table2b_dual_staggered_return,5,8,4.593815388,0.000197546,0.000529047,4.9239,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33 34"
table2b_dual_staggered_return,5,9,4.712716090,0.000253277,0.000678298,5.0837,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33 34 35"
table2b_dual_staggered_return,6,4,3.512858296,0.000226445,0.000606441,0.6229,30,1330000,20000,20260901,true,"32 32 33 34"
table2b_dual_staggered_return,6,5,4.100355714,0.000274030,0.000733877,1.3983,30,1330000,20000,20260901,true,"32 32 33 34 35"
table2b_dual_staggered_return,6,6,4.562534461,0.000262923,0.000704130,2.2397,30,1330000,20000,20260901,true,"32 32 33 34 35 36"
table2b_dual_staggered_return,6,7,4.923781679,0.000272567,0.000729959,3.1440,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37"
table2b_dual_staggered_return,6,8,5.197885890,0.000181528,0.000486148,3.8703,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37 38"
table2b_dual_staggered_return,6,9,5.403139123,0.000187575,0.000502341,4.3728,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37 38 39"
table2b_dual_staggered_return,7,4,3.623701053,0.000175099,0.000468931,0.5001,30,1330000,20000,20260901,true,"36 36 37 38"
table2b_dual_staggered_return,7,5,4.292127193,0.000295848,0.000792307,1.1504,30,1330000,20000,20260901,true,"36 36 37 38 39"
table2b_dual_staggered_return,7,6,4.850661378,0.000293157,0.000785100,1.9884,30,1330000,20000,20260901,true,"36 36 37 38 39 40"
table2b_dual_staggered_return,7,7,5.308819449,0.000274391,0.000734842,2.9080,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41"
table2b_dual_staggered_return,7,8,5.677148321,0.000280470,0.000751123,3.7588,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41 42"
table2b_dual_staggered_return,7,9,5.970118596,0.000305715,0.000818733,4.4803,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41 42 43"
table2b_dual_staggered_return,8,4,3.701903509,0.000194401,0.000520622,0.2400,30,1330000,20000,20260901,true,"40 40 41 42"
table2b_dual_staggered_return,8,5,4.430991930,0.000206609,0.000553316,0.6330,30,1330000,20000,20260901,true,"40 40 41 42 43"
table2b_dual_staggered_return,8,6,5.060201529,0.000216865,0.000580784,1.1506,30,1330000,20000,20260901,true,"40 40 41 42 43 44"
table2b_dual_staggered_return,8,7,5.598180025,0.000251715,0.000674115,1.8505,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45"
table2b_dual_staggered_return,8,8,6.049876040,0.000269988,0.000723052,2.5993,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45 46"
table2b_dual_staggered_return,8,9,6.424724411,0.000254500,0.000681572,3.3264,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45 46 47"
table2b_dual_staggered_return,9,4,3.757969825,0.000150872,0.000404048,0.2215,30,1330000,20000,20260901,true,"44 44 45 46"
table2b_dual_staggered_return,9,5,4.532997594,0.000159507,0.000427173,0.5478,30,1330000,20000,20260901,true,"44 44 45 46 47"
table2b_dual_staggered_return,9,6,5.222412707,0.000187533,0.000502231,1.0419,30,1330000,20000,20260901,true,"44 44 45 46 47 48"
table2b_dual_staggered_return,9,7,5.827019173,0.000244154,0.000653866,1.6793,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49"
table2b_dual_staggered_return,9,8,6.349952055,0.000246154,0.000659222,2.3912,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49 50"
table2b_dual_staggered_return,9,9,6.797271003,0.000258207,0.000691500,3.1159,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49 50 51"
table2c_dual_staggered_turnaround,4,4,3.104990100,0.000181722,0.000486668,2.5555,30,1330000,20000,20260901,true,"24 24 25 26"
table2c_dual_staggered_turnaround,4,5,3.440061078,0.000181238,0.000485371,3.7602,30,1330000,20000,20260901,true,"24 24 25 26 27"
table2c_dual_staggered_turnaround,4,6,3.646011454,0.000238222,0.000637979,4.3207,30,1330000,20000,20260901,true,"24 24 25 26 27 28"
table2c_dual_staggered_turnaround,4,7,3.773884862,0.000275892,0.000738864,4.5178,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29"
table2c_dual_staggered_turnaround,4,8,3.849280877,0.000331006,0.000886462,4.3485,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29 30"
table2c_dual_staggered_turnaround,4,9,3.895471729,0.000351149,0.000940409,4.0488,30,1330000,20000,20260901,true,"24 24 25 26 27 28 29 30 31"
table2c_dual_staggered_turnaround,5,4,3.370350301,0.000192220,0.000514783,2.1117,30,1330000,20000,20260901,true,"28 28 29 30"
table2c_dual_staggered_turnaround,5,5,3.857909724,0.000178199,0.000477234,3.4747,30,1330000,20000,20260901,true,"28 28 29 30 31"
table2c_dual_staggered_turnaround,5,6,4.208813534,0.000223074,0.000597413,4.5590,30,1330000,20000,20260901,true,"28 28 29 30 31 32"
table2c_dual_staggered_turnaround,5,7,4.453953860,0.000247292,0.000662270,5.2498,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33"
table2c_dual_staggered_turnaround,5,8,4.620060902,0.000248129,0.000664512,5.5233,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33 34"
table2c_dual_staggered_turnaround,5,9,4.732346491,0.000263156,0.000704754,5.5215,30,1330000,20000,20260901,true,"28 28 29 30 31 32 33 34 35"
table2c_dual_staggered_turnaround,6,4,3.539609098,0.000173834,0.000465541,1.3892,30,1330000,20000,20260901,true,"32 32 33 34"
table2c_dual_staggered_turnaround,6,5,4.141270501,0.000223539,0.000598657,2.4101,30,1330000,20000,20260901,true,"32 32 33 34 35"
table2c_dual_staggered_turnaround,6,6,4.610883434,0.000239415,0.000641173,3.3231,30,1330000,20000,20260901,true,"32 32 33 34 35 36"
table2c_dual_staggered_turnaround,6,7,4.973429449,0.000255233,0.000683535,4.1840,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37"
table2c_dual_staggered_turnaround,6,8,5.243629749,0.000308030,0.000824932,4.7844,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37 38"
table2c_dual_staggered_turnaround,6,9,5.442402982,0.000328925,0.000880890,5.1313,30,1330000,20000,20260901,true,"32 32 33 34 35 36 37 38 39"
table2c_dual_staggered_turnaround,7,4,3.649117193,0.000167588,0.000448817,1.2050,30,1330000,20000,20260901,true,"36 36 37 38"
table2c_dual_staggered_turnaround,7,5,4.334680827,0.000189958,0.000508726,2.1532,30,1330000,20000,20260901,true,"36 36 37 38 39"
table2c_dual_staggered_turnaround,7,6,4.906193383,0.000231823,0.000620843,3.1560,30,1330000,20000,20260901,true,"36 36 37 38 39 40"
table2c_dual_staggered_turnaround,7,7,5.370841779,0.000214928,0.000575596,4.1102,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41"
table2c_dual_staggered_turnaround,7,8,5.739587218,0.000230838,0.000618203,4.8999,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41 42"
table2c_dual_staggered_turnaround,7,9,6.028571654,0.000221175,0.000592327,5.5032,30,1330000,20000,20260901,true,"36 36 37 38 39 40 41 42 43"
table2c_dual_staggered_turnaround,8,4,3.724998747,0.000165071,0.000442075,0.8653,30,1330000,20000,20260901,true,"40 40 41 42"
table2c_dual_staggered_turnaround,8,5,4.472355639,0.000215901,0.000578203,1.5724,30,1330000,20000,20260901,true,"40 40 41 42 43"
table2c_dual_staggered_turnaround,8,6,5.117990050,0.000252592,0.000676462,2.3058,30,1330000,20000,20260901,true,"40 40 41 42 43 44"
table2c_dual_staggered_turnaround,8,7,5.668038697,0.000213545,0.000571892,3.1215,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45"
table2c_dual_staggered_turnaround,8,8,6.125929424,0.000260835,0.000698540,3.8891,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45 46"
table2c_dual_staggered_turnaround,8,9,6.501229624,0.000272323,0.000729305,4.5568,30,1330000,20000,20260901,true,"40 40 41 42 43 44 45 46 47"
table2c_dual_staggered_turnaround,9,4,3.778595489,0.000140714,0.000376845,0.7715,30,1330000,20000,20260901,true,"44 44 45 46"
table2c_dual_staggered_turnaround,9,5,4.572015063,0.000178079,0.000476910,1.4132,30,1330000,20000,20260901,true,"44 44 45 46 47"
table2c_dual_staggered_turnaround,9,6,5.280197845,0.000241884,0.000647787,2.1599,30,1330000,20000,20260901,true,"44 44 45 46 47 48"
table2c_dual_staggered_turnaround,9,7,5.900360050,0.000198248,0.000530926,2.9591,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49"
table2c_dual_staggered_turnaround,9,8,6.433937419,0.000221155,0.000592273,3.7455,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49 50"
table2c_dual_staggered_turnaround,9,9,6.886374962,0.000251664,0.000673979,4.4677,30,1330000,20000,20260901,true,"44 44 45 46 47 48 49 50 51"
table1b_dual_identical_reference,4,4,3.027619774,0.000201972,0.000540900,,30,1330000,20000,20260901,true,"24 24 24 24"
table1b_dual_identical_reference,4,5,3.315395288,0.000246754,0.000660830,,30,1330000,20000,20260901,true,"24 24 24 24 24"
table1b_dual_identical_reference,4,6,3.495002857,0.000280651,0.000751609,,30,1330000,20000,20260901,true,"24 24 24 24 24 24"
table1b_dual_identical_reference,4,7,3.610756742,0.000330762,0.000885809,,30,1330000,20000,20260901,true,"24 24 24 24 24 24 24"
table1b_dual_identical_reference,4,8,3.688869323,0.000378749,0.001014323,,30,1330000,20000,20260901,true,"24 24 24 24 24 24 24 24"
table1b_dual_identical_reference,4,9,3.743889273,0.000406089,0.001087542,,30,1330000,20000,20260901,true,"24 24 24 24 24 24 24 24 24"
table1b_dual_identical_reference,5,4,3.300650326,0.000237089,0.000634946,,30,1330000,20000,20260901,true,"28 28 28 28"
table1b_dual_identical_reference,5,5,3.728360226,0.000308439,0.000826027,,30,1330000,20000,20260901,true,"28 28 28 28 28"
table1b_dual_identical_reference,5,6,4.025301479,0.000363801,0.000974291,,30,1330000,20000,20260901,true,"28 28 28 28 28 28"
table1b_dual_identical_reference,5,7,4.231794035,0.000351275,0.000940746,,30,1330000,20000,20260901,true,"28 28 28 28 28 28 28"
table1b_dual_identical_reference,5,8,4.378236115,0.000380520,0.001019066,,30,1330000,20000,20260901,true,"28 28 28 28 28 28 28 28"
table1b_dual_identical_reference,5,9,4.484724211,0.000425895,0.001140585,,30,1330000,20000,20260901,true,"28 28 28 28 28 28 28 28 28"
table1b_dual_identical_reference,6,4,3.491110952,0.000197097,0.000527844,,30,1330000,20000,20260901,true,"32 32 32 32"
table1b_dual_identical_reference,6,5,4.043810902,0.000307527,0.000823585,,30,1330000,20000,20260901,true,"32 32 32 32 32"
table1b_dual_identical_reference,6,6,4.462587644,0.000344749,0.000923269,,30,1330000,20000,20260901,true,"32 32 32 32 32 32"
table1b_dual_identical_reference,6,7,4.773698722,0.000389648,0.001043511,,30,1330000,20000,20260901,true,"32 32 32 32 32 32 32"
table1b_dual_identical_reference,6,8,5.004207193,0.000422733,0.001132115,,30,1330000,20000,20260901,true,"32 32 32 32 32 32 32 32"
table1b_dual_identical_reference,6,9,5.176767870,0.000470367,0.001259684,,30,1330000,20000,20260901,true,"32 32 32 32 32 32 32 32 32"
table1b_dual_identical_reference,7,4,3.605667895,0.000158401,0.000424212,,30,1330000,20000,20260901,true,"36 36 36 36"
table1b_dual_identical_reference,7,5,4.243313459,0.000206921,0.000554152,,30,1330000,20000,20260901,true,"36 36 36 36 36"
table1b_dual_identical_reference,7,6,4.756090877,0.000293136,0.000785045,,30,1330000,20000,20260901,true,"36 36 36 36 36 36"
table1b_dual_identical_reference,7,7,5.158802907,0.000308041,0.000824962,,30,1330000,20000,20260901,true,"36 36 36 36 36 36 36"
table1b_dual_identical_reference,7,8,5.471488020,0.000395109,0.001058137,,30,1330000,20000,20260901,true,"36 36 36 36 36 36 36 36"
table1b_dual_identical_reference,7,9,5.714111704,0.000433783,0.001161709,,30,1330000,20000,20260901,true,"36 36 36 36 36 36 36 36 36"
table1b_dual_identical_reference,8,4,3.693041479,0.000138332,0.000370464,,30,1330000,20000,20260901,true,"40 40 40 40"
table1b_dual_identical_reference,8,5,4.403122331,0.000231569,0.000620162,,30,1330000,20000,20260901,true,"40 40 40 40 40"
table1b_dual_identical_reference,8,6,5.002640451,0.000259943,0.000696150,,30,1330000,20000,20260901,true,"40 40 40 40 40 40"
table1b_dual_identical_reference,8,7,5.496468571,0.000338578,0.000906741,,30,1330000,20000,20260901,true,"40 40 40 40 40 40 40"
table1b_dual_identical_reference,8,8,5.896607168,0.000372713,0.000998159,,30,1330000,20000,20260901,true,"40 40 40 40 40 40 40 40"
table1b_dual_identical_reference,8,9,6.217891830,0.000400218,0.001071819,,30,1330000,20000,20260901,true,"40 40 40 40 40 40 40 40 40"
table1b_dual_identical_reference,9,4,3.749665915,0.000169561,0.000454100,,30,1330000,20000,20260901,true,"44 44 44 44"
table1b_dual_identical_reference,9,5,4.508302982,0.000221413,0.000592963,,30,1330000,20000,20260901,true,"44 44 44 44 44"
table1b_dual_identical_reference,9,6,5.168562632,0.000281709,0.000754441,,30,1330000,20000,20260901,true,"44 44 44 44 44 44"
table1b_dual_identical_reference,9,7,5.730782281,0.000282463,0.000756461,,30,1330000,20000,20260901,true,"44 44 44 44 44 44 44"
table1b_dual_identical_reference,9,8,6.201655439,0.000283367,0.000758883,,30,1330000,20000,20260901,true,"44 44 44 44 44 44 44 44"
table1b_dual_identical_reference,9,9,6.591871754,0.000337615,0.000904162,,30,1330000,20000,20260901,true,"44 44 44 44 44 44 44 44 44"
