Model_Utilization	Sim_Utilization
0.828094	0.817282
0.913592	0.908225
0.925913	0.911192
0.929149	0.915975
0.930573	0.919070
0.928476	0.919365
0.960719	0.930881
0.961554	0.931785
0.955066	0.935379
0.964726	0.936987
0.966662	0.937681
0.967410	0.939855
0.968064	0.941076
0.967593	0.942237
