Model_Utilization	Sim_Utilization
0.901092	0.892271
0.957906	0.935042
0.961198	0.938433
0.969099	0.940573
0.969392	0.940682
0.956981	0.940726
0.963335	0.941157
0.963674	0.942961
0.974147	0.944438
0.973795	0.944477
0.976369	0.946727
0.977104	0.947337
0.973437	0.947800
0.978414	0.949129
