Model_Utilization	Sim_Utilization
0.931749	0.903694
0.994918	0.961582
0.993768	0.962106
0.996646	0.963761
0.997466	0.965126
0.997351	0.965421
0.999647	0.970597
0.999651	0.971783
0.999914	0.972745
0.999900	0.972877
0.999743	0.972906
0.999888	0.972983
0.999825	0.973207
0.999875	0.973381
0.999846	0.973459
0.999904	0.973475
0.999902	0.973600
0.999853	0.973796
0.999978	0.974825
0.999972	0.974861
0.999950	0.975167
0.999966	0.975330
0.999977	0.975452
