Model_Utilization	Sim_Utilization
0.996614	0.962994
0.999974	0.973015
0.999921	0.973019
0.999973	0.973667
0.999988	0.974190
0.999991	0.974195
0.999998	0.976177
0.999990	0.976517
0.999999	0.976646
0.999992	0.976886
0.999981	0.977067
0.999999	0.977133
0.999982	0.977150
0.999995	0.977240
1.000000	0.977246
0.999998	0.977386
0.999999	0.977471
0.999999	0.977509
0.999999	0.977680
1.000000	0.977895
0.999998	0.977942
0.999998	0.977958
0.999999	0.978070
